CHR,START,STOP,GENE
scaffold_1,2010041,2012378,Migut.A00388.1.v2.0
scaffold_1,2011662,2014595,Migut.A00389.1.v2.0
scaffold_1,2015427,2017129,Migut.A00390.1.v2.0
scaffold_1,2019028,2021709,Migut.A00391.1.v2.0
scaffold_1,2022609,2024135,Migut.A00392.1.v2.0
scaffold_1,2024668,2027385,Migut.A00393.1.v2.0
scaffold_1,2029033,2031502,Migut.A00394.1.v2.0
scaffold_1,2033643,2034953,Migut.A00395.1.v2.0
scaffold_1,2036419,2038499,Migut.A00396.1.v2.0
scaffold_1,2038135,2038382,Migut.A00397.1.v2.0
scaffold_1,2039674,2042770,Migut.A00398.1.v2.0
scaffold_1,2043482,2046891,Migut.A00399.1.v2.0
scaffold_1,2046952,2048027,Migut.A00400.1.v2.0
scaffold_1,2048963,2051294,Migut.A00401.1.v2.0
scaffold_1,2059628,2060437,Migut.A00402.1.v2.0
scaffold_1,2061337,2062880,Migut.A00403.1.v2.0
scaffold_1,2070960,2074506,Migut.A00404.1.v2.0
scaffold_1,2075064,2077249,Migut.A00405.1.v2.0
scaffold_1,2078316,2079419,Migut.A00406.1.v2.0
scaffold_1,2090063,2091492,Migut.A00407.1.v2.0
scaffold_1,2090063,2091492,Migut.A00407.2.v2.0
scaffold_1,2092425,2093525,Migut.A00408.1.v2.0
scaffold_1,2097115,2101919,Migut.A00409.1.v2.0
scaffold_1,2102745,2105622,Migut.A00410.1.v2.0
scaffold_1,2107546,2110976,Migut.A00411.1.v2.0
scaffold_1,2107546,2110976,Migut.A00411.2.v2.0
scaffold_1,2112071,2117737,Migut.A00412.1.v2.0
scaffold_1,2119429,2122734,Migut.A00413.1.v2.0
scaffold_1,2124869,2128993,Migut.A00414.1.v2.0
scaffold_1,2129672,2133758,Migut.A00415.1.v2.0
scaffold_1,2134320,2138123,Migut.A00416.1.v2.0
scaffold_1,2147640,2154147,Migut.A00417.1.v2.0
scaffold_1,2154556,2157391,Migut.A00418.1.v2.0
scaffold_1,2158898,2160326,Migut.A00419.1.v2.0
scaffold_1,2167150,2169979,Migut.A00420.1.v2.0
scaffold_1,2172370,2175371,Migut.A00421.1.v2.0
scaffold_1,2179913,2180895,Migut.A00422.1.v2.0
scaffold_1,2181091,2181429,Migut.A00423.1.v2.0
scaffold_1,2188439,2190860,Migut.A00424.1.v2.0
scaffold_1,2198523,2200011,Migut.A00425.1.v2.0
scaffold_1,2201142,2202259,Migut.A00426.1.v2.0
scaffold_1,2204666,2208621,Migut.A00427.1.v2.0
scaffold_1,2209313,2211133,Migut.A00428.1.v2.0
scaffold_1,2211950,2221761,Migut.A00429.1.v2.0
scaffold_1,2234948,2236720,Migut.A00430.1.v2.0
scaffold_1,2234948,2236720,Migut.A00430.2.v2.0
scaffold_1,2242461,2245104,Migut.A00431.1.v2.0
scaffold_1,2246576,2250413,Migut.A00432.1.v2.0
scaffold_1,2252181,2252674,Migut.A00433.1.v2.0
scaffold_1,2255333,2256082,Migut.A00434.1.v2.0
scaffold_1,2263328,2267207,Migut.A00435.1.v2.0
scaffold_1,2268050,2270417,Migut.A00436.1.v2.0
scaffold_1,2270929,2273262,Migut.A00437.1.v2.0
scaffold_1,2270929,2273675,Migut.A00437.2.v2.0
scaffold_1,2276433,2279846,Migut.A00438.1.v2.0
scaffold_1,2281088,2284324,Migut.A00439.1.v2.0
scaffold_1,2284845,2287791,Migut.A00440.1.v2.0
scaffold_1,2284845,2287791,Migut.A00440.2.v2.0
scaffold_1,2284845,2287271,Migut.A00440.3.v2.0
scaffold_1,2288627,2295559,Migut.A00441.1.v2.0
scaffold_1,2288627,2295547,Migut.A00441.2.v2.0
scaffold_1,2299390,2305369,Migut.A00442.1.v2.0
scaffold_1,2311513,2312690,Migut.A00443.1.v2.0
scaffold_1,2312270,2313073,Migut.A00444.1.v2.0
scaffold_1,2313252,2314841,Migut.A00445.1.v2.0
scaffold_1,2316261,2318456,Migut.A00446.1.v2.0
scaffold_1,2318921,2321254,Migut.A00447.1.v2.0
scaffold_1,2327069,2329120,Migut.A00448.1.v2.0
scaffold_1,2329147,2333895,Migut.A00449.1.v2.0
scaffold_1,2334186,2335166,Migut.A00450.1.v2.0
scaffold_1,2337347,2339907,Migut.A00451.1.v2.0
scaffold_1,2361464,2362251,Migut.A00452.1.v2.0
scaffold_1,2362936,2368894,Migut.A00453.1.v2.0
scaffold_1,2368951,2371809,Migut.A00454.1.v2.0
scaffold_1,2371922,2374452,Migut.A00455.1.v2.0
scaffold_1,2381320,2385303,Migut.A00456.1.v2.0
scaffold_1,2385466,2386320,Migut.A00457.1.v2.0
scaffold_1,2388636,2389538,Migut.A00458.1.v2.0
scaffold_1,2392468,2399586,Migut.A00459.1.v2.0
scaffold_1,2392468,2399586,Migut.A00459.2.v2.0
scaffold_1,2413405,2417305,Migut.A00460.1.v2.0
scaffold_1,2417587,2418789,Migut.A00461.1.v2.0
scaffold_1,2421371,2432441,Migut.A00462.1.v2.0
scaffold_1,2433548,2434052,Migut.A00463.1.v2.0
scaffold_1,2438188,2439332,Migut.A00464.1.v2.0
scaffold_1,2439363,2442088,Migut.A00465.1.v2.0
scaffold_1,2439363,2441920,Migut.A00465.2.v2.0
scaffold_1,2442854,2444296,Migut.A00466.1.v2.0
scaffold_1,2442864,2444064,Migut.A00466.2.v2.0
scaffold_1,2442889,2444064,Migut.A00466.3.v2.0
scaffold_1,2448970,2449714,Migut.A00467.1.v2.0
scaffold_1,2450150,2454605,Migut.A00468.1.v2.0
scaffold_1,2455726,2457669,Migut.A00469.1.v2.0
scaffold_1,2455726,2457669,Migut.A00469.2.v2.0
scaffold_1,2460017,2469199,Migut.A00470.1.v2.0
scaffold_1,2458281,2469199,Migut.A00470.2.v2.0
scaffold_1,2480104,2484756,Migut.A00471.1.v2.0
scaffold_1,2484028,2485637,Migut.A00472.1.v2.0
scaffold_1,2486398,2489712,Migut.A00473.1.v2.0
scaffold_1,2490517,2492523,Migut.A00474.1.v2.0
scaffold_1,2492994,2499976,Migut.A00475.1.v2.0
scaffold_1,2495560,2498231,Migut.A00476.1.v2.0
scaffold_1,2500977,2501766,Migut.A00477.1.v2.0
scaffold_1,2502232,2505166,Migut.A00478.1.v2.0
scaffold_1,2504350,2506840,Migut.A00479.1.v2.0
scaffold_1,2507425,2510946,Migut.A00480.1.v2.0
scaffold_1,2507425,2510946,Migut.A00480.2.v2.0
scaffold_1,2512069,2514409,Migut.A00481.1.v2.0
scaffold_1,2522709,2524127,Migut.A00482.1.v2.0
scaffold_1,2527818,2533249,Migut.A00483.1.v2.0
scaffold_1,2533333,2535682,Migut.A00484.1.v2.0
scaffold_1,2533333,2535682,Migut.A00484.2.v2.0
scaffold_1,2536023,2539230,Migut.A00485.1.v2.0
scaffold_1,2538656,2542470,Migut.A00486.1.v2.0
scaffold_1,2542759,2547309,Migut.A00487.1.v2.0
scaffold_1,2542766,2547309,Migut.A00487.2.v2.0
scaffold_1,2547806,2550993,Migut.A00488.1.v2.0
scaffold_1,2551277,2553304,Migut.A00489.1.v2.0
scaffold_1,2553402,2554080,Migut.A00490.1.v2.0
scaffold_1,2555564,2558304,Migut.A00491.1.v2.0
scaffold_1,2566776,2570193,Migut.A00492.1.v2.0
scaffold_1,2566776,2570193,Migut.A00492.2.v2.0
scaffold_1,2566776,2569462,Migut.A00492.3.v2.0
scaffold_1,2570469,2573277,Migut.A00493.1.v2.0
scaffold_1,2570469,2573277,Migut.A00493.2.v2.0
scaffold_1,2570469,2573277,Migut.A00493.3.v2.0
scaffold_1,2570469,2573277,Migut.A00493.4.v2.0
scaffold_1,2570469,2573277,Migut.A00493.5.v2.0
scaffold_1,2570469,2572341,Migut.A00493.6.v2.0
scaffold_1,2570469,2572341,Migut.A00493.7.v2.0
scaffold_1,2574966,2577497,Migut.A00494.1.v2.0
scaffold_1,2577669,2579403,Migut.A00495.1.v2.0
scaffold_1,2579767,2581854,Migut.A00496.1.v2.0
scaffold_1,2582375,2585011,Migut.A00497.1.v2.0
scaffold_1,2588615,2589747,Migut.A00498.1.v2.0
scaffold_1,2590112,2591471,Migut.A00499.1.v2.0
scaffold_1,2591509,2593442,Migut.A00500.1.v2.0
scaffold_1,2591509,2593442,Migut.A00500.2.v2.0
scaffold_1,2603106,2606388,Migut.A00501.1.v2.0
scaffold_1,2602843,2606767,Migut.A00501.2.v2.0
scaffold_1,2608247,2616162,Migut.A00502.1.v2.0
scaffold_1,2608247,2616162,Migut.A00502.2.v2.0
scaffold_1,2617096,2618857,Migut.A00503.1.v2.0
scaffold_1,2619776,2622234,Migut.A00504.1.v2.0
scaffold_1,2622247,2623573,Migut.A00505.1.v2.0
scaffold_1,2625382,2630676,Migut.A00506.1.v2.0
scaffold_1,2631320,2635317,Migut.A00507.1.v2.0
scaffold_1,2635574,2637327,Migut.A00508.1.v2.0
scaffold_1,2639534,2645022,Migut.A00509.1.v2.0
scaffold_1,2645642,2660660,Migut.A00510.1.v2.0
scaffold_1,2645641,2660660,Migut.A00510.2.v2.0
scaffold_1,2645642,2660660,Migut.A00510.3.v2.0
scaffold_1,2660839,2662725,Migut.A00511.1.v2.0
scaffold_1,2671389,2673219,Migut.A00512.1.v2.0
scaffold_1,2674405,2677530,Migut.A00513.1.v2.0
scaffold_1,2685279,2686963,Migut.A00514.1.v2.0
scaffold_1,2689983,2691147,Migut.A00515.1.v2.0
scaffold_1,2689983,2692043,Migut.A00515.2.v2.0
scaffold_1,2697213,2700123,Migut.A00516.1.v2.0
scaffold_1,2701348,2703304,Migut.A00517.1.v2.0
scaffold_1,2705123,2707948,Migut.A00518.1.v2.0
scaffold_1,2710027,2712782,Migut.A00519.1.v2.0
scaffold_1,2710039,2712782,Migut.A00519.2.v2.0
scaffold_1,2713275,2717800,Migut.A00520.1.v2.0
scaffold_1,2719737,2722431,Migut.A00521.1.v2.0
scaffold_1,2735783,2737146,Migut.A00522.1.v2.0
scaffold_1,2739725,2744485,Migut.A00523.1.v2.0
scaffold_1,2740041,2744561,Migut.A00523.2.v2.0
scaffold_1,2744973,2747945,Migut.A00524.1.v2.0
scaffold_1,2750576,2755071,Migut.A00525.1.v2.0
scaffold_1,2756170,2757004,Migut.A00526.1.v2.0
scaffold_1,2757600,2759106,Migut.A00527.1.v2.0
scaffold_1,2760686,2764218,Migut.A00528.1.v2.0
scaffold_1,2760906,2764218,Migut.A00528.2.v2.0
scaffold_1,2765591,2768137,Migut.A00529.1.v2.0
scaffold_1,2765369,2768163,Migut.A00529.2.v2.0
scaffold_1,2779546,2785371,Migut.A00530.1.v2.0
scaffold_1,2786102,2789500,Migut.A00531.1.v2.0
scaffold_1,2791598,2793841,Migut.A00532.1.v2.0
scaffold_1,2797472,2800351,Migut.A00533.1.v2.0
scaffold_1,2801591,2803990,Migut.A00534.1.v2.0
scaffold_1,2806263,2807702,Migut.A00535.1.v2.0
scaffold_1,2807707,2811449,Migut.A00536.1.v2.0
scaffold_1,2813019,2815851,Migut.A00537.1.v2.0
scaffold_1,2813019,2815859,Migut.A00537.2.v2.0
scaffold_1,2815891,2816521,Migut.A00538.1.v2.0
scaffold_1,2819418,2825658,Migut.A00539.1.v2.0
scaffold_1,2819418,2825658,Migut.A00539.2.v2.0
scaffold_1,2826305,2826914,Migut.A00540.1.v2.0
scaffold_1,2830447,2831449,Migut.A00541.1.v2.0
scaffold_1,2833776,2837054,Migut.A00542.1.v2.0
scaffold_1,2838681,2839373,Migut.A00543.1.v2.0
scaffold_1,2840074,2842373,Migut.A00544.1.v2.0
scaffold_1,2843598,2847014,Migut.A00545.1.v2.0
scaffold_1,2848733,2850865,Migut.A00546.1.v2.0
scaffold_1,2852380,2853905,Migut.A00547.1.v2.0
scaffold_1,2851606,2854116,Migut.A00547.2.v2.0
scaffold_1,2852380,2854119,Migut.A00547.3.v2.0
scaffold_1,2852380,2854116,Migut.A00547.4.v2.0
scaffold_1,2855571,2858744,Migut.A00548.1.v2.0
scaffold_1,2859093,2860067,Migut.A00549.1.v2.0
scaffold_1,2865481,2871501,Migut.A00550.1.v2.0
scaffold_1,2871769,2875995,Migut.A00551.1.v2.0
scaffold_1,2871769,2875995,Migut.A00551.2.v2.0
scaffold_1,2876223,2878008,Migut.A00552.1.v2.0
scaffold_1,2884683,2885900,Migut.A00553.1.v2.0
scaffold_1,2888759,2892270,Migut.A00554.1.v2.0
scaffold_1,2888759,2889354,Migut.A00554.2.v2.0
scaffold_1,2896238,2900679,Migut.A00555.1.v2.0
scaffold_1,2896238,2900679,Migut.A00555.2.v2.0
scaffold_1,2896238,2900284,Migut.A00555.3.v2.0
scaffold_1,2896238,2899726,Migut.A00555.4.v2.0
scaffold_1,2896238,2899663,Migut.A00555.5.v2.0
scaffold_1,2907769,2910634,Migut.A00556.1.v2.0
scaffold_1,2911157,2912842,Migut.A00557.1.v2.0
scaffold_1,2913038,2917003,Migut.A00558.1.v2.0
scaffold_1,2928981,2931137,Migut.A00559.1.v2.0
scaffold_1,2943798,2944824,Migut.A00560.1.v2.0
scaffold_1,2945012,2945755,Migut.A00561.1.v2.0
scaffold_1,2975858,2978005,Migut.A00562.1.v2.0
scaffold_1,2978165,2981591,Migut.A00563.1.v2.0
scaffold_1,2982359,2985792,Migut.A00564.1.v2.0
scaffold_1,2986233,2987480,Migut.A00565.1.v2.0
scaffold_1,2987674,2989338,Migut.A00566.1.v2.0
scaffold_1,2997828,2998085,Migut.A00567.1.v2.0
scaffold_1,3013652,3015764,Migut.A00568.1.v2.0
scaffold_1,3016113,3019540,Migut.A00569.1.v2.0
scaffold_1,3031766,3033943,Migut.A00570.1.v2.0
scaffold_1,3034310,3036710,Migut.A00571.1.v2.0
scaffold_1,3034310,3036111,Migut.A00571.2.v2.0
scaffold_1,3038843,3047983,Migut.A00572.1.v2.0
scaffold_1,3048109,3052012,Migut.A00573.1.v2.0
scaffold_1,3052913,3056143,Migut.A00574.1.v2.0
scaffold_1,3059601,3062590,Migut.A00575.1.v2.0
scaffold_1,3062000,3063957,Migut.A00576.1.v2.0
scaffold_1,3065880,3071746,Migut.A00577.1.v2.0
scaffold_1,3072585,3079826,Migut.A00578.1.v2.0
scaffold_1,3081353,3083765,Migut.A00579.1.v2.0
scaffold_1,3084434,3087465,Migut.A00580.1.v2.0
scaffold_1,3088472,3091487,Migut.A00581.1.v2.0
scaffold_1,3093007,3096714,Migut.A00582.1.v2.0
scaffold_1,3096868,3099636,Migut.A00583.1.v2.0
scaffold_1,3100630,3113232,Migut.A00584.1.v2.0
scaffold_1,3100630,3113224,Migut.A00584.2.v2.0
scaffold_1,3100630,3113224,Migut.A00584.3.v2.0
scaffold_1,3100630,3113224,Migut.A00584.4.v2.0
scaffold_1,3113515,3119740,Migut.A00585.1.v2.0
scaffold_1,3125982,3129496,Migut.A00586.1.v2.0
scaffold_1,3129965,3134563,Migut.A00587.1.v2.0
scaffold_1,3135025,3139998,Migut.A00588.1.v2.0
scaffold_1,3135025,3139998,Migut.A00588.2.v2.0
scaffold_1,3141615,3148001,Migut.A00589.1.v2.0
scaffold_1,3141615,3148001,Migut.A00589.2.v2.0
scaffold_1,3150115,3152363,Migut.A00590.1.v2.0
scaffold_1,3153229,3156855,Migut.A00591.1.v2.0
scaffold_1,3156966,3158134,Migut.A00592.1.v2.0
scaffold_1,3171931,3175198,Migut.A00593.1.v2.0
scaffold_1,3178989,3182240,Migut.A00594.1.v2.0
scaffold_1,3186346,3186969,Migut.A00595.1.v2.0
scaffold_1,3192103,3194748,Migut.A00596.1.v2.0
scaffold_1,3196387,3199062,Migut.A00597.1.v2.0
scaffold_1,3211717,3212895,Migut.A00598.1.v2.0
scaffold_1,3215754,3217464,Migut.A00599.1.v2.0
scaffold_1,3218555,3219526,Migut.A00600.1.v2.0
scaffold_1,3223969,3226211,Migut.A00601.1.v2.0
scaffold_1,3228137,3228839,Migut.A00602.1.v2.0
scaffold_1,3228900,3229357,Migut.A00603.1.v2.0
scaffold_1,3237077,3239104,Migut.A00604.1.v2.0
scaffold_1,3241121,3243123,Migut.A00605.1.v2.0
scaffold_1,3243128,3248154,Migut.A00606.1.v2.0
scaffold_1,3243128,3248154,Migut.A00606.2.v2.0
scaffold_1,3250147,3254167,Migut.A00607.1.v2.0
scaffold_1,3257943,3264201,Migut.A00608.1.v2.0
scaffold_1,3264605,3267572,Migut.A00609.1.v2.0
scaffold_1,3268085,3273529,Migut.A00610.1.v2.0
scaffold_1,3275925,3280092,Migut.A00611.1.v2.0
scaffold_1,3288416,3292204,Migut.A00612.1.v2.0
scaffold_1,3297702,3299716,Migut.A00613.1.v2.0
scaffold_1,3297702,3299716,Migut.A00613.2.v2.0
scaffold_1,3300346,3302000,Migut.A00614.1.v2.0
scaffold_1,3310432,3311598,Migut.A00615.1.v2.0
scaffold_1,3313326,3314890,Migut.A00616.1.v2.0
scaffold_1,3317433,3319652,Migut.A00617.1.v2.0
scaffold_1,3326933,3328404,Migut.A00618.1.v2.0
scaffold_1,3331064,3332173,Migut.A00619.1.v2.0
scaffold_1,3334189,3336583,Migut.A00620.1.v2.0
scaffold_1,3337840,3341306,Migut.A00621.1.v2.0
scaffold_1,3341929,3344981,Migut.A00622.1.v2.0
scaffold_1,3345830,3350481,Migut.A00623.1.v2.0
scaffold_1,3365041,3366970,Migut.A00624.1.v2.0
scaffold_1,3373800,3378917,Migut.A00625.1.v2.0
scaffold_1,3393548,3395577,Migut.A00626.1.v2.0
scaffold_1,3395009,3397066,Migut.A00627.1.v2.0
scaffold_1,3397965,3400753,Migut.A00628.1.v2.0
scaffold_1,3405089,3407392,Migut.A00629.1.v2.0
scaffold_1,3426103,3426789,Migut.A00630.1.v2.0
scaffold_1,3436620,3441144,Migut.A00631.1.v2.0
scaffold_1,3443522,3446564,Migut.A00632.1.v2.0
scaffold_1,3446706,3450146,Migut.A00633.1.v2.0
scaffold_1,3446706,3450146,Migut.A00633.2.v2.0
scaffold_1,3446706,3449532,Migut.A00633.3.v2.0
scaffold_1,3452741,3456135,Migut.A00634.1.v2.0
scaffold_1,3458482,3461624,Migut.A00635.1.v2.0
scaffold_1,3465330,3469374,Migut.A00636.1.v2.0
scaffold_1,3470224,3472405,Migut.A00637.1.v2.0
scaffold_1,3483783,3486237,Migut.A00638.1.v2.0
scaffold_1,3483783,3486239,Migut.A00638.2.v2.0
scaffold_1,3483783,3486237,Migut.A00638.3.v2.0
scaffold_1,3487581,3494218,Migut.A00639.1.v2.0
scaffold_1,3495009,3496057,Migut.A00640.1.v2.0
scaffold_1,3496132,3498104,Migut.A00641.1.v2.0
scaffold_1,3501422,3501730,Migut.A00642.1.v2.0
scaffold_1,3506614,3509647,Migut.A00643.1.v2.0
scaffold_1,3518991,3522752,Migut.A00644.1.v2.0
scaffold_1,3518760,3522752,Migut.A00644.2.v2.0
scaffold_1,3531116,3538716,Migut.A00645.1.v2.0
scaffold_1,3539066,3543392,Migut.A00646.1.v2.0
scaffold_1,3547792,3549162,Migut.A00647.1.v2.0
scaffold_1,3555393,3556938,Migut.A00648.1.v2.0
scaffold_1,3562813,3565160,Migut.A00649.1.v2.0
scaffold_1,3568355,3569197,Migut.A00650.1.v2.0
scaffold_1,3585219,3586478,Migut.A00651.1.v2.0
scaffold_1,3587613,3588683,Migut.A00652.1.v2.0
scaffold_1,3597483,3600699,Migut.A00653.1.v2.0
scaffold_1,3597483,3600699,Migut.A00653.2.v2.0
scaffold_1,3607005,3607473,Migut.A00654.1.v2.0
scaffold_1,3608100,3610602,Migut.A00655.1.v2.0
scaffold_1,3608100,3609792,Migut.A00655.2.v2.0
scaffold_1,3616426,3617326,Migut.A00656.1.v2.0
scaffold_1,3621058,3621470,Migut.A00657.1.v2.0
scaffold_1,3626499,3628258,Migut.A00658.1.v2.0
scaffold_1,3628940,3629818,Migut.A00659.1.v2.0
scaffold_1,3635444,3640377,Migut.A00660.1.v2.0
scaffold_1,3659885,3663196,Migut.A00661.1.v2.0
scaffold_1,3670767,3672006,Migut.A00662.1.v2.0
scaffold_1,3672883,3676719,Migut.A00663.1.v2.0
scaffold_1,3679427,3681509,Migut.A00664.1.v2.0
scaffold_1,3692336,3695097,Migut.A00665.1.v2.0
scaffold_1,3694458,3696282,Migut.A00666.1.v2.0
scaffold_1,3699022,3700697,Migut.A00667.1.v2.0
scaffold_1,3710566,3712055,Migut.A00668.1.v2.0
scaffold_1,3714328,3716348,Migut.A00669.1.v2.0
scaffold_1,3716570,3717445,Migut.A00670.1.v2.0
scaffold_1,3719500,3720758,Migut.A00671.1.v2.0
scaffold_1,3727406,3728766,Migut.A00672.1.v2.0
scaffold_1,3729966,3733551,Migut.A00673.1.v2.0
scaffold_1,3734483,3735904,Migut.A00674.1.v2.0
scaffold_1,3736774,3741759,Migut.A00675.1.v2.0
scaffold_1,3736774,3740156,Migut.A00675.2.v2.0
scaffold_1,3736774,3740082,Migut.A00675.3.v2.0
scaffold_1,3741906,3744396,Migut.A00676.1.v2.0
scaffold_1,3745149,3747682,Migut.A00677.1.v2.0
scaffold_1,3745149,3747682,Migut.A00677.2.v2.0
scaffold_1,3745149,3747010,Migut.A00677.3.v2.0
scaffold_1,3749931,3751942,Migut.A00678.1.v2.0
scaffold_1,3752348,3754952,Migut.A00679.1.v2.0
scaffold_1,3762145,3763068,Migut.A00680.1.v2.0
scaffold_1,3763704,3764832,Migut.A00681.1.v2.0
scaffold_1,3767164,3768811,Migut.A00682.1.v2.0
scaffold_1,3770723,3772798,Migut.A00683.1.v2.0
scaffold_1,3773046,3775996,Migut.A00684.1.v2.0
scaffold_1,3780107,3781250,Migut.A00685.1.v2.0
scaffold_1,3791118,3792879,Migut.A00686.1.v2.0
scaffold_1,3809333,3812704,Migut.A00687.1.v2.0
scaffold_1,3814691,3818183,Migut.A00688.1.v2.0
scaffold_1,3821724,3825204,Migut.A00689.1.v2.0
scaffold_1,3826416,3829791,Migut.A00690.1.v2.0
scaffold_1,3826904,3829791,Migut.A00690.2.v2.0
scaffold_1,3829916,3830938,Migut.A00691.1.v2.0
scaffold_1,3844129,3847212,Migut.A00692.1.v2.0
scaffold_1,3853832,3856617,Migut.A00693.1.v2.0
scaffold_1,3856930,3858771,Migut.A00694.1.v2.0
scaffold_1,3859386,3861765,Migut.A00695.1.v2.0
scaffold_1,3864829,3865732,Migut.A00696.1.v2.0
scaffold_1,3870118,3874813,Migut.A00697.1.v2.0
scaffold_1,3875052,3877591,Migut.A00698.1.v2.0
scaffold_1,3879464,3883538,Migut.A00699.1.v2.0
scaffold_1,3879464,3883524,Migut.A00699.2.v2.0
scaffold_1,3885441,3887123,Migut.A00700.1.v2.0
scaffold_1,3887605,3890404,Migut.A00701.1.v2.0
scaffold_1,3891204,3897267,Migut.A00702.1.v2.0
scaffold_1,3893113,3897267,Migut.A00702.2.v2.0
scaffold_1,3897500,3899990,Migut.A00703.1.v2.0
scaffold_1,3901389,3903640,Migut.A00704.1.v2.0
scaffold_1,3904105,3906864,Migut.A00705.1.v2.0
scaffold_1,3907884,3910640,Migut.A00706.1.v2.0
scaffold_1,3911546,3915079,Migut.A00707.1.v2.0
scaffold_1,3917044,3920462,Migut.A00708.1.v2.0
scaffold_1,3921228,3924103,Migut.A00709.1.v2.0
scaffold_1,3926621,3928301,Migut.A00710.1.v2.0
scaffold_1,3933441,3934049,Migut.A00711.1.v2.0
scaffold_1,3937106,3946819,Migut.A00712.1.v2.0
scaffold_1,3947183,3947697,Migut.A00713.1.v2.0
scaffold_1,3964688,3965395,Migut.A00714.1.v2.0
scaffold_1,3967020,3976385,Migut.A00715.1.v2.0
scaffold_1,3975787,3976938,Migut.A00716.1.v2.0
scaffold_1,3979446,3983395,Migut.A00717.1.v2.0
scaffold_1,3985597,3987419,Migut.A00718.1.v2.0
scaffold_1,3991848,3994306,Migut.A00719.1.v2.0
scaffold_1,3991804,3993545,Migut.A00719.2.v2.0
scaffold_1,3995602,3998707,Migut.A00720.1.v2.0
scaffold_1,4001131,4003265,Migut.A00721.1.v2.0
scaffold_1,4008037,4010073,Migut.A00722.1.v2.0
scaffold_1,4023045,4025807,Migut.A00723.1.v2.0
scaffold_1,4028852,4029739,Migut.A00724.1.v2.0
scaffold_1,4032794,4037435,Migut.A00725.1.v2.0
scaffold_1,4038061,4039727,Migut.A00726.1.v2.0
scaffold_1,4041183,4042921,Migut.A00727.1.v2.0
scaffold_1,4043640,4046361,Migut.A00728.1.v2.0
scaffold_1,4046525,4047996,Migut.A00729.1.v2.0
scaffold_1,4053359,4054997,Migut.A00730.1.v2.0
scaffold_1,4064827,4066484,Migut.A00731.1.v2.0
scaffold_1,4071471,4074104,Migut.A00732.1.v2.0
scaffold_1,4090564,4092325,Migut.A00733.1.v2.0
scaffold_1,4092497,4095122,Migut.A00734.1.v2.0
scaffold_1,4092497,4095122,Migut.A00734.2.v2.0
scaffold_1,4096088,4099437,Migut.A00735.1.v2.0
scaffold_1,4112368,4116893,Migut.A00736.1.v2.0
scaffold_1,4124285,4127449,Migut.A00737.1.v2.0
scaffold_1,4133546,4135770,Migut.A00738.1.v2.0
scaffold_1,4133546,4135930,Migut.A00738.2.v2.0
scaffold_1,4135943,4141893,Migut.A00739.1.v2.0
scaffold_1,4137595,4141893,Migut.A00739.2.v2.0
scaffold_1,4143878,4145449,Migut.A00740.1.v2.0
scaffold_1,4148208,4152101,Migut.A00741.1.v2.0
scaffold_1,4160539,4168509,Migut.A00742.1.v2.0
scaffold_1,4169019,4171951,Migut.A00743.1.v2.0
scaffold_1,4173002,4175381,Migut.A00744.1.v2.0
scaffold_1,4173442,4175381,Migut.A00744.2.v2.0
scaffold_1,4178944,4181999,Migut.A00745.1.v2.0
scaffold_1,4178944,4181999,Migut.A00745.2.v2.0
scaffold_1,4178944,4181999,Migut.A00745.3.v2.0
scaffold_1,4183106,4186536,Migut.A00746.1.v2.0
scaffold_1,4191929,4194312,Migut.A00747.1.v2.0
scaffold_1,4196054,4199740,Migut.A00748.1.v2.0
scaffold_1,4196054,4199740,Migut.A00748.2.v2.0
scaffold_1,4201940,4202744,Migut.A00749.1.v2.0
scaffold_1,4232212,4235571,Migut.A00750.1.v2.0
scaffold_1,4231981,4235571,Migut.A00750.2.v2.0
scaffold_1,4231981,4235571,Migut.A00750.3.v2.0
scaffold_1,4237152,4239690,Migut.A00751.1.v2.0
scaffold_1,4246576,4247043,Migut.A00752.1.v2.0
scaffold_1,4253334,4256296,Migut.A00753.1.v2.0
scaffold_1,4256341,4258558,Migut.A00754.1.v2.0
scaffold_1,4260471,4263439,Migut.A00755.1.v2.0
scaffold_1,4270659,4272509,Migut.A00756.1.v2.0
scaffold_1,4280472,4282457,Migut.A00757.1.v2.0
scaffold_1,4283675,4285732,Migut.A00758.1.v2.0
scaffold_1,4286512,4288544,Migut.A00759.1.v2.0
scaffold_1,4291980,4293191,Migut.A00760.1.v2.0
scaffold_1,4297194,4303677,Migut.A00761.1.v2.0
scaffold_1,4305012,4305605,Migut.A00762.1.v2.0
scaffold_1,4305870,4310235,Migut.A00763.1.v2.0
scaffold_1,4305870,4310235,Migut.A00763.2.v2.0
scaffold_1,4311155,4314762,Migut.A00764.1.v2.0
scaffold_1,4311155,4315088,Migut.A00764.2.v2.0
scaffold_1,4314141,4314766,Migut.A00765.1.v2.0
scaffold_1,4317974,4322720,Migut.A00766.1.v2.0
scaffold_1,4325774,4328021,Migut.A00767.1.v2.0
scaffold_1,4330500,4331462,Migut.A00768.1.v2.0
scaffold_1,4333681,4340391,Migut.A00769.1.v2.0
scaffold_1,4333754,4340266,Migut.A00769.2.v2.0
scaffold_1,4342203,4345099,Migut.A00770.1.v2.0
scaffold_1,4346153,4351308,Migut.A00771.1.v2.0
scaffold_1,4346153,4351308,Migut.A00771.2.v2.0
scaffold_1,4353750,4355697,Migut.A00772.1.v2.0
